Utepia Tea,"167 Canal St New York, NY 10013",,http://www.utepiausa.com/about-us
Kung Fu Tea,"1422 Ave U Brooklyn, NY 11229",(718)819-9079,https://www.kungfutea.com
Eclair Bakery,"305 E 53rd St New York, NY 10012",(212)759-2253,http://www.eclairbakery-nyc.com/
Happy Bones NYC,"394 Broome St New York, NY 10013",(212)673-3754,http://happybonesnyc.com/
Momochai,"57-16 Woodside Ave Woodside, NY 11377",(347)730-6089,
Fat Cat Kitchen,"223 E 14th St New York, NY 10003",(212)235-1994,http://fatcatkitchen.com
Coffee Tossy,"42-14 Greenpoint Ave Sunnyside, NY 11104",(929)522-0944,
Sugar Hill Creamery,"184 Lenox Ave New York, NY 10026",(212)634-9004,http://www.sugarhillcreamery.com
Wang Lao Ji - New York - Herbal Tea Museum,"221 Grand St New York, NY 10013",,
Heart of Tea,"419 Lafayette St Fl 2 Manhattan, NY 10003",(917)725-3164,http://www.heartoftea.com
Chalsty’s Cafe,"1220 Fifth Ave Museum of City of New York New York, NY 10029",,
Cool Fresh Juice Bar,"2661 A Broadway Manhattan, NY 10025",(646)756-9928,
FIKA,"824 10th Ave New York, NY 10019",(646)490-7650,http://www.fikanyc.com
Idea Coffee,"246 5th Ave New York, NY 10001",(646)896-1533,http://www.ideacoffeenyc.com
La Colombe Coffee,"75 Vandam St New York, NY 10013",(212)929-9699,http://www.lacolombe.com/?utm_source=Yelp&utm_medium=Display-URL&utm_campaign=nyc-hudson-sq
Crepe Factory,"7306 3rd Ave Brooklyn, NY 11209",(718)333-5914,http://www.crepefactorynyc.com
Birch Coffee,"8 Spruce St New York, NY 10038",(212)686-1444,http://birchcoffee.com/locations/wall-street
Birch Coffee,"134 1/2 E 62nd St New York, NY 10065",(212)686-1444,http://www.birchcoffee.com
Kulu Desserts,"86-55 Broadway Elmhurst, NY 11373",(718)751-9898,http://www.kuludesserts.com/location--order-online.html#elmhurst
Wattle Cafe,"489 3rd Ave (BETWEEN E 33RD & 34TH ST.) New York, NY 10016",(646)918-7042,https://www.wattlecafe.com
Rhythm & Beets Juice Café,"100-04 101st Ave Ozone Park, NY 11416",(718)880-2587,
SkyIce Sweet & Savory,"63 5th Ave Brooklyn, NY 11217",(718)230-0910,http://skyice.net
Tasty Mug Cafe,"1798 3rd Ave New York, NY 10029",(646)850-0431,http://www.tastymugcafe.com
Bushwick Grind,"63 Whipple St Unit 1L Brooklyn, NY 11206",(929)337-6007,
Juicy Cube,"674 Lexington Ave New York, NY 10022",(212)888-2188,
Bluestone Lane,"1114 Avenue Of The Americas New York, NY 10036",(718)374-6858,https://bluestonelane.com
Mia’s Bakery,"139 Smith St Brooklyn, NY 11201",(347)987-3194,http://www.miasbrooklyn.com
Box Kite Coffee,"128 W 72nd St New York, NY 10023",(212)574-8202,http://boxkitecoffee.com/
Jill Lindsey,"370 Myrtle Ave Brooklyn, NY 11205",(347)987-4538,http://jilllindsey.com/
The Grind Shop,"360 Communipaw Ave Jersey City, NJ 07304",(201)547-8377,http://www.grindcoffeejc.com
Society Cafe,"52 W 13th St New York, NY 10011",(347)441-4942,https://www.societycafenyc.com
Koala Cafe,"905 Franklin Ave Ste A Brooklyn, NY 11225",(347)405-8768,
PROOF Coffee Roasters,"65 Nassau St New York, NY 10038",(212)233-3985,http://proof.coffee
The Little Sweet Cafe,"77B Hoyt St Boerum Hill, NY 11201",(718)858-8998,
Prince Coffee House,"2306 Arthur Ave Bronx, NY 10458",(646)875-1868,
Mee Cafe,"26 Rutgers St New York, NY 10002",(646)996-0029,
Topos Bookstore Cafe,"788 Woodward Ave Ridgewood, NY 11385",(347)927-5680,http://www.toposbookstore.com
Little Canal,"26 Canal St New York, NY 10002",(917)472-7479,
Piece A Cake,"177 New Dorp Ln New York, NY 10306",(718)980-2253,http://pieceacakenyc.com/
Juicy Spot Cafe,"33 Pell St New York, NY 10013",(646)870-0188,http://juicyspotcafe.com
YehCakes,"New York, NY 10010",(646)883-9347,http://www.yehcakes.com
Audrey’s Concerto,"7115 3rd Ave Brooklyn, NY 11209",,
Paris Baguette,"97 Court St Brooklyn, NY 11201",(718)797-0404,http://www.parisbaguetteusa.com/
Woops! BakeShop,"548 Driggs Ave Brooklyn, NY 11211",(718)384-4410,https://bywoops.com/williamsburg/
Orchid Tea House,"7116 20th Ave Bensonhurst, NY 11204",(917)601-5061,http://www.orchidteahouse.com/
Tic-Tac-Toe Bakery & More,"9303 3rd Ave Brooklyn, NY 11209",(347)517-4816,http://www.tictactoebakery.com
Vivi Bubble Tea,"205 Allen St New York, NY 10002",(646)651-7779,http://www.vivibubbletea.com
Jupioca,"136 Church St New York, NY 10007",,
Kahve,"786 9th Ave New York, NY 10019",(212)256-0207,http://www.kahvenyc.com
Joe Coffee Company,"271 Amsterdam Ave New York, NY 10023",,http://www.joenewyork.com
Hex & Company,"2871 Broadway New York, NY 10025",(212)439-1008,http://hexnyc.com
Kung Fu Tea,"86-12 Justice Ave Elmhurst, NY 11377",(718)899-1189,https://www.kungfutea.com
Château le Woof,"31-01 Vernon Blvd Astoria, NY 11106",(718)626-9663,http://www.chateaulewoof.com
Khao Nom,"42-06 77th St Elmhurst, NY 11373",(929)208-0108,
Four & Twenty Blackbirds,"439 3rd Ave Brooklyn, NY 11215",(718)499-2917,http://birdsblack.com
Crossbar Café,"34-23 38th St Queens, NY 11101",(646)417-9646,https://www.u90soccercenter.com/crossbar-cafe
mochii,"116 E 7th St New York, NY 10009",(212)473-3897,http://www.mochiinyc.com
Parlor Coffee,"11 Vanderbilt Ave Brooklyn, NY 11205",(917)966-6070,http://parlorcoffee.com
OCD CAFE,"1196 Avenue Of The Americas Unit 1 New York, NY 10036",(212)575-2806,http://www.ocdcafe.com
Birch Coffee,"432 Third Ave New York, NY 10016",(212)686-1444,http://birchcoffee.com
Minnie’s Bake Shop,"10 E 13th St Manhattan, NY 10003",(646)229-5102,http://www.minniesbakeshop.com
William Greenberg Desserts,"1100 Madison Ave New York, NY 10028",(212)744-0304,http://www.wmgreenbergdesserts.com
Cafe Frederick,"2104 Frederick Douglass Blvd New York, NY 10026",(212)222-1987,http://www.cafefrederick.com
Coco Fresh Tea & Juice,"37-01 82nd St Jackson Heights, NY 11372",(718)533-9496,
2Beans,"100 Park Ave Ste 1600 New York, NY 10017",(212)937-8914,http://www.2beans.com/
Beard Papa’s,"2167 Broadway New York, NY 10024",(212)799-3770,http://www.beardpapas.com
Primrose Cafe,"147 Greene Ave Brooklyn, NY 11238",(718)789-7890,http://www.primrosenyc.com/
Up Heights,"1604 St Nicholas Ave New York, NY 10040",(646)838-6065,http://upheightsnyc.com
Hawa Smoothies and Bubble Tea,"1293 1st Ave New York, NY 10021",,
Brooklyn Artisan Bakehouse & Cafe,"529 E New York Ave Brooklyn, NY 11225",(347)292-1382,http://www.brooklynab.com
Aqua Smoothie Cafe,"1741 Amsterdam Ave New York, NY 10031",(917)261-5055,
Me-Do Desserts,"3 Bay 25th St Brooklyn, NY 11214",(718)928-7191,
Bookery,"462 36th St Brooklyn, NY 11232",(917)442-2819,https://www.bookerycafe.com
Filtered,"1616 Amsterdam Ave New York, NY 10031",(917)475-1120,
Future You Café,"117 E 7th St New York, NY 10009",(646)360-2100,http://www.futureyoucafe.net
Blue Cups,"3804 61st St Woodside, NY 11377",(917)832-6940,
Gotham Coffee Roasters,"23 W 19th St New York, NY 10011",(212)255-2972,http://www.gothamroasters.com
Crema BK,"182 Driggs Ave Brooklyn, NY 11222",(347)457-5363,
Maison Kayser,"57 Court St Brooklyn, NY 11201",(718)254-9600,http://maison-kayser-usa.com/locations-brooklyn-heights/
Gong Cha,Located in Queens Center,(929)282-2531,http://www.gongchausa.com
Parrot Coffee,"3112 Ditmars Blvd Astoria, NY 11105",(718)545-7920,http://www.parrotcoffee.com
Little Collins,"667 Lexington Ave New York, NY 10022",(212)308-1969,http://www.littlecollinsnyc.com
Rebel Coffee,"19 8th Ave New York, NY 10014",(917)261-4299,http://www.rebelcoffeenyc.com
CoCo Fresh Tea & Juice,"420 Grand St Jersey City, NJ 07302",(646)490-4596,http://cocobubbletea.com
Romeo and Juliet Colombian Coffee,"555 W 42nd St New York, NY 10036",(646)707-3789,
Kaffe 1668 South,"275 Greenwich St New York, NY 10007",(212)693-3750,https://www.kaffe1668.com
Bonne Fête Baking,"31-00 47th Ave Ground Fl Long Island City, NY 11101",(917)600-8573,http://www.bonnefetebaking.net
Breads Bakery,"1890 Broadway New York, NY 10023",(212)633-2253,http://www.breadsbakery.com/#!lincoln-center/rl211
Bakeri,"105 Freeman St Brooklyn, NY 11222",(718)349-1542,http://bakeribrooklyn.com/
Kung Fu Tea,"315 Greenwich St New York, NY 10013",(917)472-7790,https://www.kungfutea.com
Simit Sarayi,"435 5th Ave New York, NY 10016",(212)683-4100,http://www.simitsarayi.com
Tealicious Express,"39-48B Queens Blvd Sunnyside, NY 11104",(718)383-8286,http://www.tealiciousexpress.com
Frisson Espresso,"326 W 47th St New York, NY 10036",(646)850-3928,http://frissonespresso.com
Lula Bean,"797 Grand St Brooklyn, NY 11211",(718)599-5852,
Doughnut Plant,"31-00 47th Ave Long Island City, NY 11101",(212)505-3700,http://doughnutplant.com/
Georges-André Vintage Café,"558 Halsey St Brooklyn, NY 11233",(646)258-0514,http://www.superfrench.com/#!cafe/cff9
Cafe Bleriot XI,"226 E 83rd St New York, NY 10028",(646)775-1578,https://cafe-bleriot-xi.business.site
Le Petit Parisien,"32 E 7th St New York, NY 10003",(917)262-0406,http://www.lepetitparisien.com
Bluestone Lane,"11 Times Square New York, NY 10036",(718)374-6858,https://bluestonelane.com/coffee-shops/times-square/
Juice Island,"1025 3rd Ave New York, NY 10065",(212)619-8030,
Luckybird Bakery,"163 Montrose Ave Brooklyn, NY 11206",,http://luckybirdbakes.com
Bluestone Lane,"30 Carmine St New York, NY 10014",(718)374-6858,https://bluestonelane.com/cafes/west-village-carmine-st/
Loving Tea,"196 Canal St New York, NY 10013",(646)733-6741,
-321° Ice Cream Shop,"288 Grand St Brooklyn, NY 11211",,http://www.321IceCreamShop.com
For Five Coffee Roasters,"117 W 46th St New York, NY 10036",(347)619-3194,http://forfivecoffee.com
And/Or Coffee,"561 Lorimer St Brooklyn, NY 11211",(646)284-0268,http://www.truenorthbrooklyn.com
The West,"379 Union Ave Brooklyn, NY 11211",(718)599-1704,http://thewestbrooklyn.com
The Local Bar and Cafe,"13-02 44th Ave Long Island City, NY 11101",(347)738-5251,http://www.thelocalny.com/
Sant Ambroeus,"1000 Madison Ave New York, NY 10021",(212)570-2211,http://www.santambroeus.com
Cocoa Grinder,"313 Knickerbocker Ave Brooklyn, NY 11237",(347)461-9055,http://www.cocoagrindernyc.com
Variety,"368 Graham Ave Brooklyn, NY 11211",(347)599-2351,http://www.varietycoffeeroasters.com
Ad Hoc | Collective,"13 Christopher St Lower Level New York, NY 10014",(646)504-6864,http://www.adhoccollective.com
Devocion,"69 Grand St Williamsburg, NY 11249",(718)285-6180,http://devocion.com
90 Degree Coffee Shop,"5715 5th Ave Brooklyn, NY 11220",,
Momo Ashi,"136-55 Roosevelt Ave Flushing, NY 11354",(718)539-6638,
Panda Bubble Tea,"1000 S 8th Ave New York, NY 10019",(212)969-9688,https://pandabubbletea.com
Arcade Bakery,"220 Church St New York, NY 10013",(212)227-7895,http://www.arcadebakery.com/
Aubergine Cafe,"49-22 Skillman Ave Woodside, NY 11377",(718)899-1735,http://www.auberginecafe.com/
Coffee Rx,"6903 3rd Ave Brooklyn, NY 11209",(646)820-8095,
C-Xique Cafe,"4420 3rd Ave Brooklyn, NY 11220",(718)439-0577,https://cxique.com
TBaar,"1323 Ave U Brooklyn, NY 11229",(877)648-2227,
Caffe Bene,"378 Canal St New York, NY 10013",(917)963-7779,
Le Café Coffee,"661 Lexington Ave New York, NY 10022",(646)682-7384,http://www.lecafecoffee.com
SuPoke Bar,"68 W 39th St New York, NY 10018",(646)863-3331,
Baked,"279 Church St New York, NY 10013",(212)775-0345,https://www.bakednyc.com
Noisette Pastries,"24-21 Steinway St Astoria, NY 11103",(718)440-6415,
Bluestone Lane Collective Cafe,"55 Greenwich Ave New York, NY 10014",(718)374-6858,https://bluestonelane.com/cafes/west-village/
Regina Bakery,"256 Prospect Park W Brooklyn, NY 11215",(718)499-0377,
CiCi’s Cakery,"Brooklyn, NY 11218",,
Bāng Bar,"10 Columbus Cir Fl 3 New York, NY 10019",(646)918-8752,https://www.bangbar.xyz
Roots Cafe,"639 5th Ave Brooklyn, NY 11215",(347)223-4614,http://www.rootsbrooklyn.com
Martha Stewart Cafe,"601 W 26th St New York, NY 10001",,http://www.marthastewartcafe.com/
Pennylane Coffee,"305 E 45th St New York, NY 10017",(917)797-5133,
Frenchy Coffee NYC,"129 E 102nd St New York, NY 10029",(646)891-0088,http://frenchycoffeenyc.com
Eli’s Night Shift,"189 East 79th St New York, NY 10075",(212)879-7160,http://www.elizabar.com/nightshift.aspx
Ladurée SoHo,"398 W Broadway New York, NY 10012",(646)392-7868,http://www.ladureeus.com/
Xanadu Coffee,"225 W 23rd St New York, NY 10011",,
Kung Fu Tea,"42-21 Bell Blvd Bayside, NY 11361",(718)631-0011,https://www.kungfutea.com/about-kftea
Aux Merveilleux De Fred,"37 8th Ave New York, NY 10014",(917)475-1992,http://www.auxmerveilleux.com/
Abraço,"81 E 7th St New York, NY 10003",,http://www.abraconyc.com
Caffe Bene,"378 Canal St New York, NY 10013",(917)963-7779,
Le Café Coffee,"661 Lexington Ave New York, NY 10022",(646)682-7384,http://www.lecafecoffee.com
SuPoke Bar,"68 W 39th St New York, NY 10018",(646)863-3331,
Baked,"279 Church St New York, NY 10013",(212)775-0345,https://www.bakednyc.com
Noisette Pastries,"24-21 Steinway St Astoria, NY 11103",(718)440-6415,
Bluestone Lane Collective Cafe,"55 Greenwich Ave New York, NY 10014",(718)374-6858,https://bluestonelane.com/cafes/west-village/
Regina Bakery,"256 Prospect Park W Brooklyn, NY 11215",(718)499-0377,
CiCi’s Cakery,"Brooklyn, NY 11218",,
Bāng Bar,"10 Columbus Cir Fl 3 New York, NY 10019",(646)918-8752,https://www.bangbar.xyz
Roots Cafe,"639 5th Ave Brooklyn, NY 11215",(347)223-4614,http://www.rootsbrooklyn.com
Martha Stewart Cafe,"601 W 26th St New York, NY 10001",,http://www.marthastewartcafe.com/
Pennylane Coffee,"305 E 45th St New York, NY 10017",(917)797-5133,
Frenchy Coffee NYC,"129 E 102nd St New York, NY 10029",(646)891-0088,http://frenchycoffeenyc.com
Eli’s Night Shift,"189 East 79th St New York, NY 10075",(212)879-7160,http://www.elizabar.com/nightshift.aspx
Ladurée SoHo,"398 W Broadway New York, NY 10012",(646)392-7868,http://www.ladureeus.com/
Xanadu Coffee,"225 W 23rd St New York, NY 10011",,
Kung Fu Tea,"42-21 Bell Blvd Bayside, NY 11361",(718)631-0011,https://www.kungfutea.com/about-kftea
Aux Merveilleux De Fred,"37 8th Ave New York, NY 10014",(917)475-1992,http://www.auxmerveilleux.com/
RISE Cafe - Great Jones,"2 Great Jones St New York, NY 10012",(646)400-0410,https://risebrewingco.com
Kung Fu Tea,"70-10 Austin St Ste 3 Forest Hills, NY 11375",(718)263-3631,https://www.kungfutea.com
Mazzola Bakery,"192 Union St Brooklyn, NY 11231",(718)643-1719,http://mazzolabakery.food94.com
Miscelanea NY,"63 E 4th St New York, NY 10003",(212)253-0277,http://www.miscelaneany.com
NY Bagel Cafe & Deli,"53 Bruckner Blvd Bronx, NY 10454",(929)265-9682,http://www.nybagelcafe.com
Argo Tea,"550 First Ave New York, NY 10016",(646)350-3456,http://www.argotea.com
Desserts18,"7211 18th Ave Brooklyn, NY 11204",(718)676-2227,
Caffe Latte,"79-10 Metropolitan Ave Middle Village, NY 11379",,
Joe Coffee Company,"2960 Broadway Upper Campus Lobby New York, NY 10027",(212)924-7400,http://www.joenewyork.com
Passatempo,"79 Grand St Brooklyn, NY 11249",(718)388-1999,http://passatemponyc.com
Porto Rico Importing,"636 Grand St Brooklyn, NY 11211",(718)782-1200,http://www.portorico.com/store/
La Colombe Coffee,"67 Wall St New York, NY 10005",(212)220-0415,http://www.lacolombe.com/?utm_source=Yelp&utm_medium=Display-URL&utm_campaign=nyc-wall-st
Luna Coffee Shop,"121 W 29th New York, NY 10001",(646)590-6977,http://lunacoffeeshop.com
Pause Cafe,"3 Clinton St New York, NY 10002",(212)677-5415,http://www.pausecafenyc.com
Oceanview Cafe,"290 Brighton Beach Ave Brooklyn, NY 11235",(718)332-1900,
Sweet Churros,Located in Food Gallery 32,(917)847-1878,http://sweetchurros.com
Vivi Bubble Tea,"31-54 Steinway St Long Island City, NY 11103",(718)406-9320,http://www.vivibubbletea.com/index.php
TSAôCAA,"773 59th St Brooklyn, NY 11220",(347)889-5999,http://www.tsaocaatea.com
Cafe Erzulie,"894 Broadway Brooklyn, NY 11206",(718)450-3255,http://cafeerzulie.com
239 International Deli,"239 E 181st St Bronx, NY 10457",(347)590-3383,
Cocoa Grinder,"1227 Fulton St Brooklyn, NY 11216",(347)627-7285,http://cocoagrindernyc.com
Milk Bar Brooklyn,"204 6th Ave Brooklyn, NY 11217",(929)276-3396,https://www.milkbarbrooklyn.com
Natura Cafe,Located in Dream Downtown,(646)625-4825,https://www.naturacafenyc.com
Lenwich,"10 Hanover Sq New York, NY 10005",(212)385-2828,https://www.lenwichtogo.com/store114/restaurant.php
Coffee Project NY,"78 Rockwell Pl Brooklyn, NY 11217",(585)888-3153,http://www.coffeeprojectny.com
Bean’s & Lager,"3301 36th Ave Astoria, NY 11106",(718)392-5777,http://beansandlager.com
Bluestone Lane,"55 Prospect St Brooklyn, NY 11201",(718)374-6858,https://bluestonelane.com/cafes/dumbo/
Mango Mama,"15-26 College Point Blvd College Point, NY 11356",(718)734-2688,
Mocha Coffee & Juice Bar,"203 E 121st St New York, NY 10035",(212)996-2600,
Blue Sky Bakery,"404 Rogers Ave Brooklyn, NY 11225",(718)552-2088,http://www.blueskybakery.org
Green Cura,"454 Broad Ave Leonia, NJ 07605",(201)944-1248,http://www.greencura.com
Happy Lemon,"5701 8th Ave Ste A Brooklyn, NY 11220",(347)689-2950,
The Roost,"222 Ave B New York, NY 10009",(646)918-6700,http://theroostnyc.com
Uptown Poke,"506 Amsterdam Ave New York, NY 10024",(212)787-1123,http://uptownpokenyc.com
Daily Provisions,"103 E 19th St New York, NY 10003",(212)488-1505,http://www.dailyprovisionsnyc.com
Eggloo,"60 Mulberry St New York, NY 10013",,http://www.myeggloo.com
McNally Jackson,"52 Prince St New York, NY 10012",(212)274-1160,http://mcnallyjackson.com/
Manhattanville Coffee,"167 Rogers Ave Brooklyn, NY 11216",(646)781-9900,http://www.manhattanvillecoffee.com
Jupioca,"155 Chambers St New York, NY 10007",,http://jupioca-drink.com/location.php
Toby’s Estate Coffee,"26-25 Jackson Ave Long Island City, NY 11101",(347)531-0477,http://tobysestate.com/locations/lic-cafe-courtyard/
Makana Hawaiian BBQ & Poke,"1502 Amsterdam Ave New York, NY 10031",(212)368-5033,
The Grey Dog,"49 Carmine St New York, NY 10014",(212)966-1060,http://www.thegreydog.com/
Windsor Coffee,"144 E 4th St Brooklyn, NY 11218",,
Spot Dessert Bar,"13 St Marks Pl New York, NY 10003",(212)677-5670,http://www.spotdessertbar.com
Vivi Bubble Tea,"6517 18th Ave 1B Brooklyn, NY 11204",(718)676-5300,
Altitude Coffee,"250 Wyckoff Ave Brooklyn, NY 11237",,https://www.altitudebrooklyncoffee.com
Almondine Bakery,"85 Water St Brooklyn, NY 11201",(718)797-5026,http://www.almondinebakery.com/
Ground Central,"155 E 52nd St New York, NY 10022",(646)964-4438,http://www.ground-central.com
Nuan Xin Rice Roll,"59-01 8th Ave Ste 4 Brooklyn, NY 11220",(718)696-9227,https://nuanxinriceroll.com
Mah-Ze-Dahr Bakery,"28 Greenwich Ave New York, NY 10011",(212)498-9810,https://mahzedahrbakery.com
El Chevere Bakery,"2002 Third Ave New York, NY 10029",(212)289-5656,
Bonafini,"663 Flatbush Ave Brooklyn, NY 11225",(347)770-9746,
MUD,"307 E 9th St New York, NY 10003",(212)228-9074,http://www.mudnyc.com
Baba Cool,"64 Lafayette Ave Ste B Brooklyn, NY 11217",(347)689-2344,http://www.babacoolbrooklyn.com
a.cafe,"42 W 58th St New York, NY 10019",(646)744-3104,http://stayaka.com/locations/central_park/cafe.aspx
Caffe Marchio,"30 E 30th St New York, NY 10016",(646)747-8625,http://www.caffemarchio.com
Cafe Floral Delight,"380 E 10th St New York, NY 10009",(646)368-1176,http://bkfloraldelight.com
Joe Coffee Company,"1045 Lexington Ave New York, NY 10021",(212)988-2500,http://joenewyork.com
Claudia’s Coffee Shop,"125 Broad St New York, NY 10004",(212)344-5215,
Noglu,"1266 Madison Ave New York, NY 10128",(646)895-9798,http://www.noglu.fr
718 Bistro,"360 Neptune Ave Brooklyn, NY 11235",(718)975-1999,https://www.718bistro.com
The Commons Chelsea,"128 7th Ave New York, NY 10011",(212)929-9333,http://www.thecommonschelsea.com/
Cafe Belle,"280 Mulberry St New York, NY 10012",(212)837-1605,http://www.cafebelle.nyc
Kudo Society,"138 W Central Blvd Palisades Park, NJ 07650",(201)242-0001,http://www.kudosociety.com
ABC Cafe,"1265 Ward Ave Bronx, NY 10472",(347)271-4244,
Crepe Meets Bubble Tea,"348 6th St Brooklyn, NY 11215",(347)987-3992,http://crepemeetsbubbletea.com
Mango Mango Dessert - New York,"63 Bayard St New York, NY 10013",(646)982-7421,http://www.mangomangodessert.com
The Black Flamingo,"281 Van Brunt St Red Hook, NY 11231",,
Divina Pharmacy Juice Bar,"85-13 Northern Blvd Jackson Heights, NY 11370",(718)457-0193,
Bluestone Lane,"417 Amsterdam Ave New York, NY 10024",(718)374-6858,https://bluestonelane.com
Takumen,"5-50 50th Ave Long Island City, NY 11101",(718)361-7973,http://takumenlic.com
Caféine,"2124 Frederick Douglass Blvd New York, NY 10026",,http://cafeine-nyc.com
Red Pipe Cafe,"71-60 Austin St Forest Hills, NY 11375",(718)224-8359,https://www.redpipecafe.com
Paris Baguette,"575 8th Ave New York, NY 10018",(917)261-4534,http://www.parisbaguetteusa.com
Jupioca,"1457 York Ave New York, NY 10075",,
Good Thanks NYC,"131A Orchard St New York, NY 10002",,http://www.goodthanksnyc.com
Raaka Chocolate,"64 Seabring St Brooklyn, NY 11231",(855)255-3354,http://www.raakachocolate.com
Coco Fresh Tea & Juice,"86-55 Broadway Elmhurst, NY 11373",(718)898-3672,http://www.cocobubbletea.com/
Space194,"194 1st Ave New York, NY 10009",(646)852-8418,http://space194.com
Seven Point Espresso,"637 Washington Ave Brooklyn, NY 11238",(718)230-0178,http://www.sevenpointespresso.com
Birch Coffee,"21 E 27th St New York, NY 10016",(212)686-1444,http://birchcoffee.com
U-Crew Thai Creamery & Tea,"103-22 Roosevelt Ave Queens, NY 11368",(917)698-6662,
Paris Baguette,"567 7th Ave New York, NY 10018",(212)921-0404,http://www.parisbaguetteusa.com
Hawa Smoothies & Bubble Tea,"44 Willoughby St Downtown Brooklyn, NY 11201",(646)204-7818,
Argo Tea Cafe,"239 Greene St New York, NY 10003",(212)998-4153,http://www.argotea.com
Niforos Corner,"35-60 11th St Long Island City, NY 11106",(718)545-5971,http://niforoscornerlongislandcity.com/
Flower Power Coffee House-NYC,"64-02 Myrtle Ave Glendale, NY 11385",(718)366-0011,
Joe Coffee Company,"330 Hudson St New York, NY 10013",(212)924-7400,https://joecoffeecompany.com
Brooklyn Diamond Coffee,"349 West Broadway New York, NY 10013",(917)261-6868,http://www.brooklyndiamondcoffee.com
Summers SoHo,"169 Thompson St New York, NY 10012",(917)388-3372,http://summersnewyork.com
Absolute Coffee,"327 Atlantic Ave Brooklyn, NY 11201",(718)522-0969,http://www.absolutecoffee.nyc
Yours Truly Coffee,"1592 3rd Ave New York, NY 10128",(646)678-4141,http://www.yourstrulycoffee.com
Brookside Market,"43-15 Queens Blvd Sunnyside, NY 11104",(718)806-1902,
BonBon Bakery,"164-18A 69th Ave Fresh Meadows, NY 11365",(917)300-2112,https://bonbon-bakery.business.site
Gregorys Coffee,"878 Lexington Ave New York, NY 10065",(917)388-3850,http://www.gregoryscoffee.com/
Milk Sugar Love,"19 McWilliams Pl Hamilton Square Jersey City, NJ 07302",(201)984-0530,http://www.milksugarlove.com/
bwè kafe,"1002 Washington St Hoboken, NJ 07030",(201)683-0045,http://bwekafe.com
Bearin Wheel Pie,"127A Walker St New York, NY 10013",(646)490-4873,
Café Grumpy,"200 W 39th St New York, NY 10018",(646)499-8749,http://cafegrumpy.com
Tea Do,"5223 8th Ave 53 St Brooklyn, NY 11220",(718)871-4889,
Café Regular,"318 11th St Brooklyn, NY 11215",(718)768-4170,http://www.caferegular.com/
Earth Cafe,"2578 Broadway New York, NY 10025",(646)964-5167,
mellow tea,"1268 Amsterdam Ave Ste B New York, NY 10027",(646)875-1665,
The Palm Court,"768 5th Ave New York, NY 10019",(212)546-5300,https://www.theplazany.com/dining/the-palm-court/
Qathra,"1112 Cortelyou Rd Brooklyn, NY 11218",(347)343-6622,http://www.qathra.nyc
Anda Cafe,"124A Hester St New York, NY 10002",(646)673-6322,http://www.andacafeusa.com
Dua Kafe,"520 E 14th St New York, NY 10009",,
Matto Espresso,"201 W 21st St New York, NY 10011",(212)244-4281,http://matto.com
Gata Golosa,"30-18 Broadway Queens, NY 11106",(718)806-1493,
Blue Mountain Heights Cafe & Bar,"499 W 158th St New York, NY 10032",(646)998-5905,https://bluemountainheightsnyc.com
Bouchon Bakery & Cafe,"10 Columbus Cir 3rd Flr New York, NY 10019",(212)823-9366,https://www.thomaskeller.com/bouchonbakerycaf%C3%A9
Pal Supermarket,"4421 4th Ave Brooklyn, NY 11220",(718)436-3300,
Vittles Cafe,"94 Franklin St Brooklyn, NY 11222",(718)383-0367,
CoCo Fresh Tea & Juice,"38 Lexington Ave New York, NY 10010",(212)851-6618,http://www.cocobubbletea.com
Vivi Bubble Tea,"83-28 Broadway Elmhurst, NY 11373",(718)565-8801,http://www.vivibubbleteaelmhurst.com
Uptown Juice Bar,"2524 Adam Clayton Powell Jr Blvd New York, NY 10039",(917)684-7597,
Root Hill Cafe,"262 4th Ave Brooklyn, NY 11215",(718)855-3475,http://roothillcafe.com
Head Hi,"14 Clermont Avenue 1L Brooklyn, NY 11205",(917)909-0005,http://www.headhi.net
Blossom Poké Bowl,"153 Remsen St Brooklyn, NY 11201",(718)576-3775,
Elma’s,"1580 Park Ave New York, NY 10029",(646)316-2639,
Macaron Parlour,"560 Columbus Ave New York, NY 10024",(212)799-9169,http://macaronparlour.com
Petrossian Boutique & Cafe,"911 7th Ave New York, NY 10019",(212)245-2217,http://www.petrossian.com/boutique-new-york-boutique-cafe-5.html
Laura’s Gourmet,"445 Evergreen Ave Brooklyn, NY 11221",(718)332-3771,http://www.mylaurasgourmet.com
Brooklyn’s Best,"1895 Coney Island Ave Brooklyn, NY 11230",(718)377-4992,https://www.brooklyns.best
Chipilo,"48 Mulberry St New York, NY 10013",(212)804-8183,
Fukusuke,"304 E 49th St New York, NY 10017",(212)339-0033,http://fukusukeny.com
Astor Court,Located in The St. Regis New York,(212)339-6857,https://www.marriott.com/hotels/hotel-information/restaurant/nycxr-the-st-regis-new-york/
The Lazy Llama Coffee Bar,"72 E 1st Street New York, NY 10003",(646)410-1938,
The Lot Radio Kiosk,"17 Nassau Ave Brooklyn, NY 11222",(347)446-6553,http://www.thelotradio.com
City of Saints Coffee Roasters,"297 Meserole St Brooklyn, NY 11206",(929)900-5282,http://www.cityofsaintscoffee.com
Juice Vitality,"192 1st Ave New York, NY 10009",(212)477-0071,
Cafe Noi,"1465 2nd Ave New York, NY 10075",(646)476-7137,
